4072,5374,4373,6541,4399,182,6356,6328,7611,7576,5907,6023,7116,6937,6850,4458,6165,7728,7224,6925,5193,6718,7522,6894,5417,5273,6732,7201,5010,5704,1113,1244,1974,2219,3782,587,1146,711,1748,1723,2309,2709,1869,1568,1773,7876,777,1010,3277,1418,893,2170,1508,2156,1494,1347,3777,3534,3239,617,3029,2651
4993,6276,4273,174,170,5426,7580,5834,4347,5441,143,4219,6227,4357,7344,7696,5361,30,4732,5520,7586,7529,7631,4731,4537,5736,6558,5674,6836,832,3450,2379,3128,3834,3819,3120,2391,3183,3588,802,2931,3147,1324,1948,1762,2067,1263,886,3030,2773,1287,1879,2155,3445,2863,2850,2043,1605,373,1746
6097,4983,4136,26,4593,7578,5077,6974,4024,4053,5467,5082,5721,7296,4950,168,4806,6245,7789,5098,4294,167,5980,141,6514,6277,6337,6738,7089,3549,2510,7962,2175,2577,2491,3482,2522,2626,3775,3796,1988,467,487,2430,1849,665,2274,2665,1341,2270,1647,7857,3022,2161,2525,1733,3858,3340,1403,1237
4921,5677,4874,6923,4661,5515,4719,7113,7635,6817,4476,4659,7186,4989,7126,140,4086,7694,7094,7572,6756,4772,5963,7371,6049,4279,5986,88,4205,7488,1635,3143,3734,1267,1090,1316,1374,3270,664,7868,1274,3087,3431,1178,778,1913,2847,1444,2667,3923,2760,2243,1404,2331,1136,2471,1477,3884,3801,1877,2993,3108
4940,4230,4353,4259,5697,5673,6789,7761,5334,5075,5562,6716,6800,4815,4281,4564,5696,4698,5997,4735,7036,4364,7184,7359,5046,5574,7198,5430,6631,8,2101,2982,3115,3642,2360,1548,2581,2645,3188,1899,2963,3198,2945,1903,333,3316,358,457,2455,934,2681,1057,3012,434,491,1826,3934,3458,3668,3133,3024,2144
5239,5710,5099,6775,4959,5954,6263,4782,7781,5991,5341,4000,4152,4707,4011,4232,5561,4113,7087,5282,7243,5492,6116,5993,4713,7599,53,7413,6301,298,407,1384,2117,970,2917,7989,1377,2611,3313,424,3367,933,3965,3851,2342,410,2233,284,1800,681,2980,2162,3057,2249,1240,392,1839,2443,7880,3968
7504,7212,6250,5380,4063,7259,6862,5315,5527,7235,6075,4247,5198,6953,7258,7370,6505,4856,5908,6117,5647,4612,7374,5234,6887,6792,80,6040,6020,2575,949,456,814,7988,1061,3475,7845,2642,1756,2676,480,3370,1922,7987,1485,432,1343,2268,7918,3046,1704,1993,2145,494,2478,3724,214,2032,863,1595
6408,6695,5843,6274,6564,5183,6089,4181,6838,7352,5514,6247,6493,5508,4930,6994,6085,6606,7067,6362,6150,4054,5177,4263,7662,4169,5208,4579,6187,7097,442,2252,1830,439,3227,1944,543,2236,2871,2294,1470,285,3629,3875,936,1402,1026,1383,2887,1971,247,3221,2989,2660,2284,1283,2885,3351,3117,2132,906,7873
